"regions";"2020-03-13";"2020-03-14";"2020-03-15";"2020-03-16";"2020-03-17";"2020-03-18";"2020-03-19";"2020-03-20";"2020-03-21";"2020-03-22";"2020-03-23";"2020-03-24";"2020-03-25";"2020-03-26";"2020-03-27";"2020-03-28";"2020-03-29";"2020-03-30";"2020-03-31";"2020-04-01";"2020-04-02";"2020-04-03";"2020-04-04";"2020-04-05";"2020-04-06";"2020-04-07";"2020-04-08";"2020-04-09";"2020-04-10";"2020-04-11";"2020-04-12";"2020-04-13";"2020-04-14";"2020-04-15";"2020-04-16";"2020-04-17";"2020-04-18";"2020-04-19";"2020-04-20";"2020-04-21";"2020-04-22";"2020-04-23";"2020-04-24";"2020-04-25";"2020-04-26";"2020-04-27";"2020-04-28";"2020-04-29";"2020-04-30";"2020-05-01";"2020-05-02";"2020-05-03";"2020-05-04";"2020-05-05";"2020-05-06";"2020-05-07";"2020-05-08";"2020-05-09";"2020-05-10";"2020-05-11";"2020-05-12";"2020-05-13";"2020-05-14";"2020-05-15";"2020-05-16";"2020-05-17";"2020-05-18";"2020-05-19";"2020-05-20";"2020-05-21";"2020-05-22";"2020-05-23";"2020-05-24";"2020-05-25";"2020-05-26";"2020-05-27";"2020-05-28";"2020-05-29";"2020-05-30";"2020-05-31";"2020-06-01";"2020-06-02";"2020-06-03";"2020-06-04";"2020-06-05";"2020-06-06";"2020-06-07";"2020-06-08";"2020-06-09";"2020-06-10";"2020-06-11";"2020-06-12";"2020-06-13";"2020-06-14";"2020-06-15";"2020-06-16";"2020-06-17";"2020-06-18";"2020-06-19";"2020-06-20";"2020-06-21";"2020-06-22";"2020-06-23";"2020-06-24";"2020-06-25";"2020-06-26";"2020-06-27";"2020-06-28";"2020-06-29"
"1 WRO";0.783488512473052;1.84990343222804;1.26850521067066;3.0736857027789;2.40184183331903;0.554971029668412;2.50943422110934;0.951378908002992;0.959949889156172;1.76684654343413;2.5480409014341;2.89169115458804;1.42072583595113;1.17523276870958;2.21988411867365;1.12331485523245;1.18922363500374;1.65628659631609;0.832456544502618;2.85022158446987;0.407733817715568;1.88969540536979;0.3821112007553;1.71047913144117;0.856546926819414;1.19414456038996;0.447707721413173;1.04394550445734;2.41850532929182;0.763950145578462;1.54973042247028;0.614737140555779;0.695784574509651;1.43708287682557;2.2892554973822;2.21489561503618;2.05476877100371;2.46173919775093;1.4363956062006;2.07639351024227;1.10639591857217;2.64828280824225;0.804052515425101;1.50322861579475;2.4392912699379;3.31814257738587;2.06533522433561;1.8621776730106;1.90910034205934;0.993106053090842;1.97323032770991;1.04711515031776;3.31918775571651;1.50908378510819;0.856546926819414;1.58249164895547;1.76284915306437;1.54223528244695;3.82206135215115;0.887953647469459;0.766578688462842;1.82002921531007;0.810176685647317;0.531443579532843;1.05006966609459;0.293808192177395;2.24482663686099;1.07806382786762;0.537296793054768;0.626402944378207;1.98670301377095;1.41786146934639;0.701016037475889;1.44520315057346;0.481058409464267;1.3686503588815;0.681100809138505;1.03994571325252;0.800438985098671;0.790643658705683;1.2618288674566;0.507939586476174;0.456140572330201;0.40585139011762;0.735873188510601;0.46247585805701;0.185312065558844;0.355774416348364;0.399579141361257;0.141694730979169;0.37101127331593;0.0354236827447922;0.514609500237982;0;0;0.359981208433564;0.947618517062268;0.483539114958616;0.491906139933365;0.56035909791762;0.0856546926819414;0.179990604216782;0.44397682373473;0.50521500631883;0.272750267140789;0.841219244971066;0.250519837844048;0.133862358914994;0.161772931725205
"2 BYD";0;0;0;0;2.42940047747891;0;0.805399071338117;0.793893370319001;0.667537969036998;0;0.48323944280287;0.121869596320899;0.617472621359223;0.435863026841805;0.220525936199723;0.297577166920108;0.82697226074896;2.39950500528196;0.289440291262136;0.609849502577011;3.44965571626709;1.78035584190531;1.8979691230304;0.662970603985692;0.238253101489089;0.809102055574155;0.674549922493269;0.150196043033325;0.487478385283597;1.06248406169043;1.33979908408133;0.641221568334578;0.483840486885959;0.341234869698518;0.463104466019418;0.832547354641649;0.561338746690203;0.288314064447886;0.908047972587093;1.19738036841522;0.828557511089054;0.433314120252086;0.534818805901689;0.145859674336824;0.215397426055543;0.324985590189065;2.05172864692147;0.834027000414117;0.432230834951456;0.487478385283597;0.274432276159655;0.174756402271478;0;0.182504223061839;0;0.305679515524368;0.272414391776128;0.064997118037813;0.107386542845082;0.168401624007061;0;0;0.0450709942597973;0.138584877611796;0.0768638117874552;0;0;0.0483660016730462;0.0393294663286129;0.137555781985966;0.116749025046912;0.119510829940495;0.0513135142403787;0.0543231045184067;0;0.0464265128841521;0;0;0;0;0;0.0784922823761725;0.0634389679478654;0.205254056961515;0.102343528402081;0;0;0.0309251730229995;0.0463104466019418;0.197065730221029;0.103198766800984;0.0985328651105144;0.168401624007061;0.592773716504854;0;0.0455139524343408;0.109827146091561;0.67249493415361;0.15787652250662;0.299743990951079;0.178689826116817;0;0;0.0638764780716438;0.505779621591173;0;0.290347627598381;0.279258974484071;0
"3 LUB";1.0450161025304;3.94783860955928;1.69193083266826;0.341639879673399;1.16493598314864;0;0.77240320621812;0.761368874700718;0.480142533595048;1.45022642800137;1.39032577119262;0.701260805645398;0.71061094972067;1.46302254354256;0.422982708167066;0.642118328060847;1.42756664006385;0.828432454337569;1.24912081005587;0.0731081223992459;0.81575236575077;0.284569602290886;0.50965949262753;0.336605186709791;0.399861466884622;0.449236807294677;0.398101372392532;0.240071266797524;0.794762246398118;0.132907284860475;0.502790766311795;0.409967855608079;0.331441674310014;1.168768009409;0.499648324022346;0.439141598141987;0.146820444157163;0.518441840749516;0.174169350421733;0.945679971111158;0.397306441537116;0.207780979450488;0.279768090441209;0.186512060294139;0.258216188125244;0.124668587670293;0.168657662117248;0.126293415234716;0.0592175791433892;0.389589336469666;0.131594620318643;0.391059484909174;0;0.0875136637587032;0.228492266791212;0.0586312664786032;0.15675241537956;0.124668587670293;0.102987094162416;0.215336651430506;0.127807724769905;0.110343315174017;0.0864490206472835;0.0443024282868248;0;0.0653135064081499;0.349317180340217;0;0.0754364065520882;0.263840699153714;0.1119660109854;0.0573073346548928;0.63974669988703;0.625170923507921;0.120306594196502;0.979538903123731;0.807512442864398;0.0533491703994497;0;0.567839800005102;0.0935014407527198;0;0.486719828575802;0.0492112846066946;0.049075341831538;0.0925274674115456;0.185376769492349;0.0296582199382584;0.177652737430168;0.0629974246206268;0.0989708843622104;0.0944961369309402;0.242253732859319;0.615862823091248;0.0448618023813555;0.392843891123221;0.38620160310906;0.351787598871619;0.757042915185373;0.287463976424219;0.628353733675834;0.300089083496905;0.236870316573557;0.245038258524369;0.303161667969569;0.18700288150544;0.55690513300993;0.892727323769686;0.647317666749599
"4 GOR";0;0;1.80989413773478;0;0;0.791828685258964;3.30502407760263;0;0;0.775668916172046;1.65251203880132;1.25025581882994;0.506770358565737;1.56502610733536;0.226236767216847;0.305283348533577;0;0.590794459467828;0.890807270916335;0.782053022477989;0.0969586145215058;0.173948635663296;0.934617464567958;0.240049117215349;0.366634503785501;0;0.425857444172888;0.308171163992678;0.500102327531977;0.189564972032071;0.23904262196497;0;0.141820063031456;0;0.237548605577689;0;0;0;0.124208421217092;0.289032523896808;0.121430597100416;0;0;0;0.220975447049013;0;0;0;0;0;0;0.119521310982485;0.242861194200832;0;0;0.250876415131553;0;0;0;0;0;0;0;0;0;0;0;0;0;0.282235967022997;0.159696541564833;0.245211463822131;0.421138802132191;0.557298781413934;0.257389008300882;0;0.215953277797899;0.114137468145436;0.182729696598222;0;0.200040931012791;0.322099804173138;0.260327238989248;0;0.209987717637736;0;0.132200963104105;0;0.285058326693227;0;0;0.101084513011783;0.0863813111191597;0.101354071713147;0.0959792345768441;0;0.525799285073146;0;0;0.369007542644954;0.122211501261834;0.128404651663616;0;0;0.129719375059489;0.133360620675194;0.238293272052854;0;0
"5 LOD";2.73077200515243;4.29843741551771;2.94749994206929;3.57100954519933;2.79046101072953;0;1.34559779964033;1.98956246089677;4.7398985554898;2.36852673916282;0.672798899820163;1.83249174029965;1.54743746958637;1.27436026907113;0.921093731896652;0.870045163622861;0.552656239137991;0.962137286789456;0.362680656934307;0.827847205951558;0.592131684790705;0.42492562093905;0.697615252682382;2.18270127289026;0.696595645472966;0.640318952932293;1.82051467010162;1.33832429802065;1.2623831988731;1.11909442937668;1.8004775589527;1.30937016657309;0.923843265424701;0.203610193366628;0.870433576642336;0.591155887257716;1.40676133598761;0.602115746920768;1.11253674283988;0.764893045803151;3.46072277543279;0.723947354192456;1.29968501382583;0.934148603687313;0.854689300062242;1.9003618047552;0.685573562474976;1.17341229921242;0.928462481751825;1.22166116019977;1.94862496170136;2.09244689283692;0.939339039046042;0.114342670166481;1.34343445912643;1.94068065492681;0.637180134535566;0.868736825030947;0.53823911985613;0.468920445329204;0.361810919147893;0.528627707001556;0.263553826936852;0.308715704655636;0.449463165440026;0.341346500644053;0.478140791164329;0.242418402546168;0.525668779477325;0.229817445978174;1.20284004988857;0.399338701828742;0.985901988933147;0.680690969026265;0.768479104534994;1.08592103128868;2.02221942048219;1.39408781043818;1.30193056335392;2.11977735559777;2.32115620437956;0.524555074436059;2.86169943005699;4.80091403306576;2.00910389697678;1.66564449851311;3.20252276314398;1.98919340831637;1.74086715328467;2.08519942710221;3.14659986851825;3.70397266656313;1.30125423578854;1.60933496836983;2.85259937575266;2.35727575219546;1.9572331631132;3.83029076630291;2.76956138022561;2.20347083047898;2.1395437682384;2.50935805878872;2.0632499594485;2.08103659702995;1.79566122750637;1.08592103128868;2.37694156770321;2.02177759845456;1.31563509559975
"6 KRA";0;0;0;0.219122861014769;0.560379775709901;0.237383099432666;0.165136069170551;1.1394388772768;0.205304302212036;0.930154185532081;0.891734773520973;1.19940934450189;0.531738142729173;0.871335612035199;1.62776982468114;0.869451352138923;1.93297666680886;1.41691881112141;0.801167960585249;0.797138309205991;0.610413684255428;0.834371717914361;2.14812247355462;0.45577555091072;0.806033932478765;0.576267937933094;0.893677550805333;1.04705194128138;0.599704672250947;0.937692841649236;0.68079681346727;0.613544010841353;0.765294768320238;0.719645606701136;0.4985045088086;0.537712728602534;1.06724302554852;0.354689144677603;1.22880663235733;1.21309081991446;0.982902545893724;1.06614163955724;0.657943708663769;0.717756773087747;0.29810900858986;0.799606229667929;0.396640115507746;0.648022110299601;0.797607214093759;0.799606229667929;0.886230237881955;0.358314112351195;1.16492153587404;0.589364936522482;0.439654872261144;0.376052434744818;0.4691807141728;0.399803114833965;0.13210885533644;0.828682819837672;0.0614805149609784;0.353863005365466;0.665365767752875;0.255734411358883;0.330957350246373;0.167564540776;0.160033550179326;0.446255434964804;0.0483838164448747;0.42305898908792;0.0478755830788571;0.147024371261522;0.157817019013407;0;0.0771629036530564;0.0571147306905664;0.291333803849182;0.307956453318054;0.438245722029538;0.520291724783926;0.209896635287831;0.482813083591864;0.624350069740712;0.66283147985631;0.849857726145679;0.435202348959889;0.634122505614914;0.57067055623212;1.22489679307256;0.808112678919716;0.28565320043151;0.393954930973361;0.466134086158691;0.486160587638101;0.258963381199273;0.335952494528786;0.517926762398545;0.451262921693782;0.420815494448818;0.848126025157488;0.586206496348192;0.23096733998854;0.0759625918184533;0.196454978840827;0.427775687714839;0.67966529521774;0.357190870619686;1.03064823070263;0.738098058155012
"7 WAR";2.08421038833361;0.984210461157536;2.0246615200955;1.77157883008357;0.348507310836111;4.13368393686165;1.64320355254128;2.53082690011938;1.2768135712314;1.44618680006822;1.72536373016834;1.72495833455505;1.84244198328691;1.66736831066689;1.13887210505372;2.93128706021859;1.26541345005969;0.954633151962129;1.57781239554318;1.98300181803593;2.56698157012108;0.875654524709497;0;2.37205081249084;2.23298682119858;2.96484916850767;1.3299247239843;2.10674239253181;1.43591126227826;2.26196598753812;0.779940365445595;0.654121414184701;0.713919827048601;1.43591126227826;1.19581571030641;0.589199251353635;1.03464107982842;0.772049918168713;0.879999941740856;0.781380776766896;0.882959416910659;1.40897497597289;0.743970112371051;1.78552826969052;0.947588676556326;0.696199399892489;0.336375727231057;0.604519790360269;0.590526276694522;0;0.656140307438358;0.690804323680384;1.01879932720461;1.36141033247801;0.956994351942247;0.8419384539011;0.458526285433393;0.845384985583737;0.534041154575915;0.365052607411159;0.267648600228452;1.12236671222686;0.379316148533707;0.494805059773963;0.558672162184029;0.547105226937572;0.65687754373885;0.684578764627592;0.631900729201781;0.806857684988554;0.431729294726247;0.914363267139905;0.392593646555915;1.37154490070986;1.21571098046367;0.6571269845924;1.30855254494809;0.702247464177269;0.885789415041783;1.13251614708538;0.87646531593608;0.960856314621595;0.679509688251231;0.981484116389787;1.13537648778836;0.578223645930053;0.443664959186145;0.875437952762497;1.41726306406685;2.13594610719295;1.06590815403357;1.28156766431577;1.06294729805014;0.982635724419684;1.00210519681495;0.626799389513596;0.798260816717496;1.02903588810135;1.69105251962522;1.1925190830336;0.888637612517801;0.790028397199428;0.944842042711235;0.708631532033426;0.701375919077452;1.11889189268436;0.910780338977131;1.13950799120953;0.774617464166093
"8 OPO";0;2.2343712672462;0;1.54687241578583;1.31864533804694;0.837889225217325;0.582879461020748;0;0;1.6415788902217;1.74863838306224;0.5291931948741;0.536249104139088;0.709741461360558;0.478793842981329;0.484562443499176;2.15457229341598;2.29225653323704;2.51366767565198;0.827544913794889;0.307796041916569;1.10440318930247;0;0.338683644719424;0.905243664543477;0.554740452557677;1.01391637337223;0.978292284578066;0.5291931948741;1.30384757240801;1.01179076252658;3.09374483157166;5.25243991927278;1.37590230667266;1.38251722160859;2.16909749988845;1.88351958065382;0.391232323058673;2.10293766329054;0.917536489971824;3.34084905134576;0.7055909264988;1.58341270907211;0.738925930900318;1.28606253172892;1.4111818529976;0.636371563456196;1.14365922683692;0.536249104139088;0.7055909264988;1.34062276034772;1.89710767973734;1.67042452567288;0.495303975497926;1.29320523506211;1.19461434090391;1.89264389696149;0.42335455589928;1.3989107064498;0.609373981976237;0.21700728135125;0.499610966589213;0.782845407502319;1.70503144084124;1.33506001030478;1.33076524005105;0.790816796834329;0.420038462772132;1.11006980156181;0.796409560602606;0.844930311143521;0.518950745941053;0.334227280973116;0.589716756751197;0.27236128314062;0.907188334069886;1.37109145944653;1.08699142730896;1.06347478585276;0.18364695347229;0.95254775077338;2.3858540650256;2.61696908698014;0.891272749261642;0.888810669843793;1.32665793992743;0.559564282579918;0.604287387802812;1.00546707026079;1.85405275367238;0.336089271396364;0.962681237483736;1.64530975133584;0.536249104139088;0.812498642634982;0.790539219861064;0.55638494006526;0.796409560602606;1.14257621620544;0.52063019819329;1.81048732908695;0;0.67031138017386;1.24816601825477;3.15709796805436;0.42335455589928;2.6476248872071;3.83997474069448;1.30262940276702
"9 RZE";3.16302666261432;0.497883826522624;0.853515131181641;1.0340664089316;0;1.1202386096759;0.779296424122368;0.512109078708985;0.968855013773755;0.731584398155693;0.155859284824474;0.825438975550666;0.716952710192579;1.05434222087144;0.853515131181641;0.719832038345963;0.400085217741394;0.371478088182683;1.05022369657116;0.663845102030165;0.320068174193115;0.574218417774377;0.80804096435639;0.490546591184396;0.403429981619618;0.494450144960399;0.602481269069394;0.678198509641629;0.707519121900571;0.491675798760497;0.0563642067761461;0.275751042381761;0.601919252960187;0.424511473140343;0.168035791451386;0.201391210728252;0.395015267323735;0.139484963072486;0.175723703478573;0.272605593229117;0.343587560795165;0.15722647153346;0.423397269798767;1.08201524504129;0.104208242760549;0.188671765840152;0.51048848035864;0.12742050536598;0.0597460591827149;0.628905886133841;0.265538040812066;0.507277860985315;0.744439715056192;0.132442003114393;0;0.118309028084584;0.105434222087144;0;0.0519530949414912;0;0;0;0.0872205243543283;0;0.0743726877793131;0;0;0;0;0.044365885531719;0.0376550793168371;0.0578187669510144;0.0496504646947769;0;0;0;0.1018398736069;0.107650557085973;0;0.409219583443253;0;0;0.0613829375164879;0;0;0.031117739157664;0.0623437139297894;0.149614505465897;0.492904988257398;0.3177981871421;0.0998541379098299;0.381357824570521;0.651775191084162;0.955936946923438;0.633670324665158;0.572505235411764;0.673028729923863;0.709854168507504;0.661959178444852;0.406041178911655;0.749227108722148;0.484427506886877;0.477968473461719;0.741675217440599;0.734081273234722;0.880468240587377;1.01137529650991;1.26097210335378;0.870792765416087
"10 BIA";0;0;0;0;0.524367663831366;0;0;0.913897928391809;0.576332026913754;0.326392117282789;0.27814284777142;0;0.639728549874267;0.564466367536117;0.761581606993175;1.15613593350771;0.28559310262244;1.32586227953216;0;1.4479452774932;0.979176351848367;1.09793229383455;1.04873532766273;0.606058626196674;1.85130448516669;1.32357631008469;1.97115239457057;1.6425462767042;1.76767099307363;0.47859991262414;2.71582874946623;1.96839553807467;2.14834214510015;0.252524427581947;1.89919413243923;0.934434960490502;2.20292200369926;0.311152018421336;0.627184852817908;0.608106986572497;0.306579177256038;0.56116539462655;0.251861633808766;1.17535429110758;0.278951402561453;0.44893231570124;0.202445743631097;0;0.852971399832355;0;0.236936499953432;0.100586249980231;0;0.0787843041717077;0.102850249175927;0.105565767305985;0.188155455845372;0;0.0927142825904734;0;0.0575295458520024;0;0.0778258576489375;0.0797666521040233;0;0.117597159903358;0.089849515431779;0.751639288364021;0.475382149588096;0;0.403190262525798;0.309546072519806;0.354420249237821;0.469009200787586;0.505428876875831;0.72149836451985;0.272611597957784;0.288166013456877;0.307561802824167;0.146056746546636;0.67339847355186;0.677678548595621;1.09542559909977;1.06326074771346;0.706882375551676;0.222127968706343;1.16819996063996;0.320398272057229;1.19949103101425;1.24769752635052;0.801888154438496;1.4461948600881;0.654267835098682;1.96183421961442;1.05005948842998;0.550135116599492;1.13785710451945;1.3723549749778;1.27218745713633;1.55273919872395;1.54275373763891;2.48543186606556;1.06621424979044;1.43387433592508;1.5283617232491;1.68349618387965;0.902438393239561;3.05398051447514;2.20149500968877
